File	Name	Slot	Script
gorsta11	Statue	Slot 600	agrandsw
gorsta12	Statue	Slot 600	agrandbr
gorstalk	Guardian of Air	Slot 592	agrandrb
gorsuc01	Succubus	Slot 608	agrandbr
gortan1	Tahazzar	Slot 584	agrandbr
gortan2	Succubus	Slot 600	agrandrb
gortan3	Yochlol	Slot 592	agrandbr
gortan4	Glabrezu	Slot 592	agrandbr
gortan5	Quasit	Slot 592	agrandrb
gortan6	Maurezhi	Slot 592	agrandrb
gorwom01	Nalmissra	Slot 592	agrandbr
gorwom02	The Huntress	Slot 592	agrandrb
gorwom03	Y'tossi	Slot 592	agrandbr
gorwom04	Ameralis Zauviir	Slot 592	agrandrb
gorwom05	Hive Mother	Slot 592	agrandsh
gorwom06	Xei Win Toh	Slot 592	agrandrb
gorwowe	Wolfwere	Slot 584	agrandrb
govwau01	Priest of Waukeen	Slot 592	agrandbr
gpfam1	Pitch	Slot 592	agrandbr
gpfight1	Boz	Slot 600	agrandbr
gphil02	Philosopher	Slot 592	agrandbr
gphil03	Huntley	Slot 592	agrandbr
gpmage1	N'ashtar	Slot 600	agrandbr
gppri1	Chandrilla	Slot 600	agrandbr
gpsimb	Simbja	Slot 600	agrandbr
gpthief1	Damien	Slot 608	agrandbr
grae	Grae	Slot 592	agrandbr
grazinvi	Barl	Slot 592	agrandrb
grazzt01	Graz'zt	Slot 592	agrandrb
grazzt02	Graz'zt	Slot 592	agrandrb
grenabi1	Green Abishai	Slot 592	agrandrb
greyhand	Greyhand	Slot 600	agrandrg
gromg01	Il-Khan Soldier	Slot 600	agrandrb
gromg02	Il-Khan Soldier	Slot 584	agrandrb
gromg03	Il-Khan Soldier	Slot 584	agrandbr
gromg04	Il-Khan Soldier	Slot 600	agrandcl
gromg05	Il-Khan Battle Mage	Slot 592	agrandbr
gromg06	Il-Khan Soldier	Slot 600	agrandbr
gromg07	Il-Khan Soldier	Slot 600	agrandsr
gromg08	Karun the Black	Slot 592	agrandbr
gromg09	Eler Had	Slot 592	agrandbr
gromg10	Berena Elkan	Slot 592	agrandbr
gromg11	Il-Khan Soldier	Slot 584	agrandcl
gromg12	Il-Khan Soldier	Slot 584	agrandrb
gromg13	Il-Khan Battle Mage	Slot 584	agrandbr
gromg14	Il-Khan Soldier	Slot 584	agrandrb
grommin	Halbazzer Drin	Slot 592	agrandbr
gromnir	Gromnir Il-Khan	Slot 592	agrandbr
gron	Theshal	Slot 592	agrandrb
grreven	Revenant	Slot 592	agrandbr
grskel1	Skeleton Warrior	Slot 584	agrandrb
grskel2	Skeleton Warrior	Slot 592	agrandbr
grtomb01	Skeleton Warrior	Slot 592	agrandrb
grunt1	Mercenary	Slot 592	agrandbr
grunt2	Mercenary	Slot 592	agrandrb
grunt3	Mercenary	Slot 592	agrandbr
grvlch01	Lich	Slot 600	agrandrb
gtcit1	Ghoul	Slot 592	agrandrb
gtcit2	Ghoul	Slot 592	agrandbr
gtcit3	Zombie	Slot 592	agrandrb
gtcit4	Zombie	Slot 592	agrandbr
gtcit5	Zombie	Slot 592	agrandrb
guard1	Bouncer	Slot 600	agrandrb
guard2	Copper Coronet Guard	Slot 608	agrandbr
habib	Habib	Slot 592	agrandlx
habib2	Habib	Slot 592	agrandrb
habrega	Chief Inspector Brega	Slot 608	agrandrb
hacton	Acton Balthis	Slot 608	agrandbr
hactong	Amnian Bodyguard	Slot 608	agrandbr
haegan	Captain Haegan	Slot 608	agrandbr
haguar01	Arresting Officer	Slot 600	agrandbr
haguar02	Arresting Soldier	Slot 600	agrandrb
hajanos	Janos	Slot 592	agrandrb
halbaz	Halbazzer Drin	Slot 600	agrandbr
halfmiri	Dead Halfling Messenger	Slot 592	agrandrb
hamek	Mekrath	Slot 592	agrandbr
hanwen	Hanwen	Slot 584	agrandbr
haquat	Quataris	Slot 608	agrandbr
harpass1	Lucette	Slot 592	agrandbr
harpass2	Lucette	Slot 592	agrandbr
harpatt1	Harper	Slot 592	agrandbr
harpatt2	Harper	Slot 592	agrandbr
harpatt3	Harper	Slot 592	agrandrb
harpmess	Harper Scout	Slot 592	agrandbr
hdragred	Dragon	Slot 584	agrandbr
hdragsil	Dragon	Slot 592	agrandnc
heartg1	Knight of the Order	Slot 600	agrandrb
heartg2	Knight of the Order	Slot 600	agrandbr
heartg3	Sir Zarath	Slot 608	agrandbr
heartg4	Sir Mardus	Slot 608	agrandbr
heartg5	Sir Donalus	Slot 608	agrandbr
hellbeh1	Elder Orb	Slot 592	agrandrb
hellbeh2	Elder Orb	Slot 592	agrandrb
hellfear	Fear	Slot 600	agrandrb
hellgen	Enslaved Genie	Slot 608	agrandbr
hellgree	Greed	Slot 600	agrandrb
hellprid	Pride	Slot 592	agrandea
hellsare	Wraith Sarevok	Slot 600	agrandbr
hellself	Selfishness	Slot 600	agrandbr
hellslay	Slayer	Slot 600	agrandrb
helmbyr	Acolyte Byron	Slot 608	agrandbr
helmkni1	Shield Knight	Slot 592	agrandrb
helmpr	Sir Lothtyran	Slot 592	agrandsh
hendak	Hendak	Slot 600	agrandrb
hgber01	Berenn	Slot 600	agrandbr
hgmag01	Fire Giant Mage	Slot 600	agrandbr
hgmag02	Fire Giant Mage	Slot 600	agrandrb
hgmis01	Vampiric Wraith	Slot 592	agrandrb
hgmis02	Swamp Horror	Slot 592	agrandrb
hgnya01	Nyalee	Slot 592	agrandrb
hgskl01	Skeleton Cleric	Slot 600	agrandlx
hgskl02	Skeleton Assassin	Slot 584	agrandrg
hgskl03	Skeleton Mage	Slot 592	agrandbr
hgskl04	Skeleton Warrior	Slot 592	agrandbr
hgsku01	Flaming Skull	Slot 592	agrandrb
hgslv01	Slave Woman	Slot 592	agrandrb
hgtrl01	Fire Troll	Slot 600	agrandrb
hgtrl02	Fire Troll	Slot 600	agrandbr
hgwar01	Fire Giant	Slot 592	agrandbr
hgwar02	Elite Fire Giant	Slot 592	agrandrb
hgwra01	Gorion	Slot 592	agrandbr
hgwra02	Devil Shade	Slot 592	agrandea
hgwra03	Devil Shade	Slot 592	agrandrb
hidden	Hidden	Slot 592	agrandbr
hillfro1	Frost Giant	Slot 592	agrandbr
hillfro2	Frost Giant	Slot 592	agrandcl
hillfro3	Frost Giant	Slot 592	agrandbr
hlarch	Archer	Slot 592	agrandbr
hlassa	Assassin	Slot 592	agrandrp
hlcleric	Cleric	Slot 592	agrandrb
hldemi	Kangaxx the Demilich	Slot 600	agrandsw
hlfight	Fighter	Slot 592	agrandbr
hlhive	Hive Mother	Slot 592	agrandrb
hlkang	Kangaxx the Lich	Slot 608	agrandrb
hlketta	Ketta	Slot 600	agrandbr
hlketta2	Ketta	Slot 592	agrandbr
hlkoshi	Koshi	Slot 608	agrandbr
hllayen	Layene	Slot 584	agrandsw
hllich	Elemental Lich	Slot 600	agrandbr
hlmafer	Maferan	Slot 600	agrandbr
hlmage	Mage	Slot 592	agrandrb
hlolaf	Olaf Rassmusen	Slot 600	agrandbr
hlorb	Elder Orb	Slot 592	agrandsw
hlrevan	Revanek	Slot 592	agrandbr
hlshade	Shade Lich	Slot 600	agrandbr
hlshang	Shangalar	Slot 600	agrandbr
hlshyr	Shyressa	Slot 592	agrandrb
hlsion	Sion	Slot 600	agrandrb
hlskull	Golden Skull	Slot 592	agrandbr
hlstal	Stalman	Slot 600	agrandbr
hlvaxal	Vaxall	Slot 592	agrandrb
hmelvin	Squire Melvin	Slot 600	agrandrg
hobarc01	Hobgoblin Archer	Slot 592	agrandbr
hobarc02	Hobgoblin Archer	Slot 592	agrandbr
hobarc03	Hobgoblin Archer	Slot 592	agrandbr
hobcap01	Hobgoblin Captain	Slot 592	agrandbr
hobeli01	Hobgoblin Elite	Slot 592	agrandbr
hobgo2	Hobgoblin	Slot 592	agrandbr
hobgo3	Hobgoblin	Slot 592	agrandrb
hobgo4	Hobgoblin	Slot 592	agrandbr
hobgo6	Hobgoblin	Slot 592	agrandrb
hobgob01	Gerg	Slot 592	agrandea
hobgob03	Hobgoblin	Slot 592	agrandbr
hobgob04	Hobgoblin	Slot 592	agrandbr
hobgob05	Hobgoblin	Slot 592	agrandrb
hobgod	Hobgoblin	Slot 592	agrandcl
hobsha01	Hobgoblin Shaman	Slot 592	agrandrb
hobwar01	Hobgoblin Warrior	Slot 592	agrandlx
hobwiz01	Hobgoblin Wizard	Slot 592	agrandbr
hobwiz02	Hobgoblin Wizard	Slot 592	agrandbr
hprelate	Prelate Wessalen	Slot 600	agrandbr
hspectr1	Spectral Harpist	Slot 608	agrandbr
hspectr2	Spectral Harpist	Slot 600	agrandbr
hspectr3	Spectral Harpist	Slot 600	agrandbr
hurgisf	Hurgis Baltezan	Slot 608	agrandrb
hurgisr	Hurgis Baltezan	Slot 608	agrandnc
husam	Husam	Slot 600	agrandrb
icetrolx	Ice Troll	Slot 592	agrandbr
icetrolz	Ice Troll	Slot 592	agrandcl
icgob01	Goblin	Slot 592	agrandbr
icgob02	Goblin	Slot 592	agrandsh
icgob03	Goblin	Slot 592	agrandbr
icgob04	Goblin Captain	Slot 592	agrandrb
icliz01	Lizard Man	Slot 592	agrandrb
icliz02	Gorkale	Slot 592	agrandsr
icmarili	Marilith	Slot 584	agrandrp
icmin01	Minotaur	Slot 592	agrandbr
icyuan01	Yuan-Ti	Slot 592	agrandrb
icyuan02	Greater Yuan-ti	Slot 592	agrandrb
icyuan03	Yuan-Ti Mage	Slot 592	agrandlx
icyuan04	Yuan-ti Elite	Slot 592	agrandbr
icyuan05	Yuan-ti Prince	Slot 592	agrandbr
idemon01	Cambion	Slot 592	agrandbr
idemon02	Cambion	Slot 592	agrandbr
idjinni	Malaaq	Slot 600	agrandrb
idryad01	Ulene	Slot 608	agrandrb
idryad02	Cania	Slot 592	agrandbr
idryad03	Elyme	Slot 592	agrandbr
igibber	Gibberling	Slot 592	agrandbr
illasera	Illasera	Slot 584	agrandrb
imp01	Imp	Slot 592	agrandrb
impqua01	Quasit	Slot 600	agrandbr
inspect	Lieutenant Aegisfield	Slot 608	agrandsr
iogremag	Ogre Mage	Slot 592	agrandrb
iotyugh	Otyugh	Slot 592	agrandrb
irlana	Lady Irlana	Slot 608	agrandrb
isaea	Isaea Roenall	Slot 608	agrandrb
ishaddud	Assassin	Slot 592	agrandrb
ishadft1	Assassin	Slot 592	agrandbr
ishadmt1	Assassin	Slot 600	agrandbr
ishadth1	Assassin	Slot 592	agrandbr
ishclo01	Assassin	Slot 600	agrandrb
ithkim	Ithkim	Slot 592	agrandrb
ivamp01	Vampire	Slot 592	agrandrb
j#bharle	Bharle	Slot 600	agrandbr
j#ceara	Ceara	Slot 600	agrandbr
j#clinn	Clinn	Slot 600	agrandrb
j#cossun	Cossun	Slot 600	agrandbr
j#falpal	Fallen Paladin	Slot 600	agrandrb
j#kasset	Kassetha	Slot 600	agrandbr
j#lilla	Lilla	Slot 600	agrandbr
j#mert14	Merritt	Slot 600	agrandnc
j#mert15	Merritt	Slot 600	agrandrb
j#morrid	Morridhan	Slot 600	agrandsh
j#piotr	Piotr	Slot 600	agrandrb
j#pirat1	Old Man	Slot 600	agrandrb
j#pirat2	Pirate	Slot 592	agrandbr
j#pirat3	Pirate	Slot 592	agrandbr
j#pirat4	Pirate	Slot 600	agrandbr
j#pirat5	Pirate	Slot 592	agrandrb
j#pirat6	Pirate	Slot 592	agrandbr
j#pura	Pura Parteth	Slot 600	agrandrp
j#rumil	Rumil	Slot 600	agrandrb
j#vlamin	Vlaming	Slot 600	agrandrb
jade1	Lennah	Slot 608	agrandbr
jade2	Thenry	Slot 608	agrandrb
jade3	Jeremon	Slot 608	agrandrp
jade4	Chrost	Slot 608	agrandbr
jael01	Hindra Jae'llat	Slot 600	agrandrb
jael02	Rilloa Jae'llat	Slot 592	agrandnc
jael03	Ist'tar Jae'llat	Slot 592	agrandbr
jael04	Jae'llat Guard	Slot 592	agrandbr
jaerto1	Jarden	Slot 600	agrandrb
jaerto2	Turg	Slot 600	agrandrp
jaerto3	Tamile	Slot 600	agrandbr
jaerto4	Wurn	Slot 608	agrandrg
jaertof	Ertof Dand	Slot 600	agrandbr
jaga1	Bessen	Slot 608	agrandbr
jaga3	Nadinal	Slot 608	agrandbr
jaga4	Iko	Slot 608	agrandrb
jahaboam	Jahaboam	Slot 592	agrandbr
jahei1	Harper	Slot 584	agrandrb
jahei2	Harper	Slot 584	agrandbr
jahei3	Harper	Slot 584	agrandlx
jahei4	Harper	Slot 584	agrandbr
jalant	Jalantha Mistmyr	Slot 608	agrandrb
jamage1	Gracien	Slot 600	agrandbr
jamage2	Malacazar	Slot 600	agrandrb
jameroni	Meronia	Slot 592	agrandrb
jangit01	Githyanki	Slot 600	agrandrb
jangit02	Githyanki	Slot 592	agrandbr
janos	Janos	Slot 592	agrandnc
jarev1	Harper	Slot 608	agrandbr
jarev2	Harper	Slot 608	agrandcl
jarev3	Harper	Slot 608	agrandbr
jarev4	Harper	Slot 608	agrandcl
jarevia	Reviane	Slot 608	agrandrb
jarlich	Deirex	Slot 600	agrandrb
jatermin	Terminsel	Slot 608	agrandbr
jayes	Jayes	Slot 600	agrandbr
jaylos	Jaylos	Slot 600	agrandbr
jclone01	Calahan	Slot 592	agrandbr
jellygr2	Green Slime	Slot 592	agrandrb
jolus	Sir Jolus	Slot 600	agrandbr
jondem01	Glabrezu	Slot 600	agrandrb
jondem02	Balor	Slot 600	agrandrb
jondem03	Glabrezu	Slot 600	agrandrb
jondem04	Balor	Slot 600	agrandrg
jondem05	Glabrezu	Slot 600	agrandbr
jonell	Jonell	Slot 592	agrandnc
jugdar01	Daar	Slot 600	agrandcl
jugjer01	Jermien	Slot 608	agrandrb
jugmim01	Killer Mimic	Slot 592	agrandrg
jumjum	Lashar'ra	Slot 592	agrandrb
k#anna	Anna	Slot 592	agrandrb
k#anna1	Anna	Slot 592	agrandbr
k#gurien	Gurien	Slot 592	agrandrb
k#loves	Rupert	Slot 592	agrandbr
kaisha	Kaishas Gan	Slot 592	agrandbr
kalah	Kalah	Slot 600	agrandea
kalah2	Kalah	Slot 592	agrandbr
kaless	Kalessia	Slot 608	agrandbr
kalindra	Kalindra	Slot 584	agrandbr
kalvassa	Kalvassa	Slot 592	agrandrb
kalwrk01	Circus Performer	Slot 592	agrandbr
kamir	Kamir	Slot 600	agrandrb
kaol	Kaol	Slot 600	agrandsh
karan01	Karan	Slot 592	agrandrb
karan02	Karan	Slot 592	agrandbr
kayl1	Sir Ryan Trawl	Slot 608	agrandrb
kayl2	Sir Ryan Trawl	Slot 608	agrandrb
kaypal01	Anarg	Slot 608	agrandea
kaypal02	Reynald de Chatillon	Slot 608	agrandbr
kaypal03	Fallen Paladin	Slot 600	agrandrb
kaysmg01	Rindus	Slot 592	agrandrb
kaysmg02	Smuggler	Slot 592	agrandrb
kaysmg03	Smuggler	Slot 592	agrandbr
kaysmg04	Smuggler	Slot 592	agrandrb
kelzomb	Zombie	Slot 592	agrandbr
kendak	Sir Laren	Slot 592	agrandbr
keris2	Keris	Slot 592	agrandbr
kgenie1	Genie	Slot 600	agrandrb
kgenie2	Genie	Slot 592	agrandbr
khelb01	Khelben	Slot 584	agrandrb
khelb02	Khelben	Slot 584	agrandbr
khellor	Khellor Ahmson	Slot 592	agrandnc
kiel2	Kiel the Legion Killer	Slot 584	agrandsh
killmonk	Monk	Slot 592	agrandrb
kindai	Kindail	Slot 600	agrandrb
king	King	Slot 592	agrandrb
kivogre	Ogre	Slot 592	agrandbr
knight2	Ghost Knight	Slot 592	agrandrb
knight3	Ghost Knight	Slot 592	agrandbr
knight4	Ghost Knight	Slot 592	agrandrb
knight5	Ghost Knight	Slot 592	agrandbr
knight6	Ghost Knight	Slot 592	agrandbr
knord	Knord	Slot 592	agrandrb
kobald01	Kobold	Slot 592	agrandrb
kobamp01	Kobold Amplifier	Slot 592	agrandrb
kobarc01	Kobold	Slot 592	agrandea
kobcap01	Kobold Captain	Slot 592	agrandrb
kobcap02	Kobold Captain	Slot 592	agrandbr
kobcom01	Kobold Commando	Slot 592	agrandbr
kobcom02	Kobold Commando	Slot 600	agrandrb
kobkam01	Kamikaze Kobold	Slot 584	agrandrb
kobldgd	Kobold Guard	Slot 592	agrandrb
kobmem01	Kobold Recorder	Slot 592	agrandrb
kobola_a	Kobold	Slot 592	agrandrb
kobola_b	Kobold	Slot 592	agrandlx
kobola_c	Kobold	Slot 592	agrandbr
kobola_d	Kobold	Slot 592	agrandrb
kobold	Kobold	Slot 592	agrandrb
kobold_a	Kobold	Slot 592	agrandbr
kobold_b	Kobold	Slot 592	agrandnc
kobold_c	Kobold	Slot 592	agrandrg
kobold02	Kobold	Slot 592	agrandbr
kobold11	Kobold	Slot 592	agrandbr
kobold3	Kobold	Slot 592	agrandbr
kobolda	Kobold	Slot 592	agrandrb
kobscr01	Kobold Scribe	Slot 592	agrandbr
kobsha01	Kobold Shaman	Slot 592	agrandrb
kobsha02	Kobold Shaman	Slot 592	agrandrg
kobsla01	Kobold Slave	Slot 592	agrandbr
kobsou01	Kobold Amplifier	Slot 592	agrandbr
kobswi01	Kobold Swift	Slot 600	agrandbr
kobtar01	Kobold Amplifier	Slot 592	agrandbr
kobwar01	Kobold	Slot 592	agrandrb
kobwit01	Kobold Witch Doctor	Slot 608	agrandrb
kobwit02	Kobold Witch Doctor	Slot 608	agrandbr
korcrazy	Crazyface	Slot 600	agrandbr
korgoo01	Goon	Slot 600	agrandrb
korgoo02	Goon	Slot 600	agrandrb
korpim	Pimlico	Slot 608	agrandbr
korpimg1	Pimlico Guard	Slot 608	agrandrb
korscroo	Scrooloose	Slot 600	agrandbr
korshag	Shagbag	Slot 600	agrandbr
kpchap01	Bolumir	Slot 592	agrandrb
kpdead01	Servant	Slot 600	agrandrb
kpgate01	Guard	Slot 592	agrandrb
kpgate02	Guard	Slot 592	agrandbr
kpglai01	Glaicus	Slot 608	agrandbr
kpgrd01	Lastin	Slot 600	agrandrb
kplend01	Moneylender	Slot 600	agrandbr
kplend02	Moneylender	Slot 600	agrandrb
kprang01	Jessup	Slot 600	agrandbr
kprang02	Malvolio	Slot 600	agrandbr
kproen01	Lord Roenall	Slot 600	agrandrb
kproen02	Roenall Guard	Slot 600	agrandbr
kproen03	Roenall Guard	Slot 600	agrandsw
kproen04	Roenall Soldier	Slot 600	agrandrb
kproen05	Roenall Soldier	Slot 600	agrandbr
kpsham01	Yuan-Ti Mage	Slot 600	agrandnc
kpsold03	de'Arnise Guard	Slot 608	agrandbr
kpsold04	de'Arnise Guard	Slot 608	agrandrb
kpsold05	de'Arnise Guard	Slot 608	agrandrb
kpsold07	de'Arnise Guard	Slot 608	agrandrb
kpsold08	de'Arnise Guard	Slot 608	agrandrb
kpsold09	de'Arnise Guard	Slot 592	agrandbr
kpsold10	de'Arnise Guard	Slot 592	agrandrb
kptrol01	Troll	Slot 600	agrandbr
kptrol02	Troll	Slot 592	agrandbr
kptrol03	Troll	Slot 600	agrandrb
kptrol04	Troll	Slot 600	agrandbr
kptrol05	Troll	Slot 600	agrandbr
kptrol06	Ice Troll	Slot 592	agrandrb
kptrol13	Troll	Slot 600	agrandrb
kptrol23	Troll	Slot 592	agrandbr
kpumb01	Umber Hulk	Slot 592	agrandsh
kpyuan01	Greater Yuan-ti	Slot 592	agrandrb
krbodbat	Bodhi	Slot 592	agrandbr
krbodvam	Bodhi	Slot 592	agrandrb
kuoarc20	Kuo-toan Archer	Slot 584	agrandrb
kuocap01	Kuo-toan Captain	Slot 584	agrandbr
kuocle20	Kuo-toan Captain	Slot 584	agrandrb
kuolie01	Kuo-toan Lieutenant	Slot 600	agrandsw
kuomag01	Kuo-toan Wizard	Slot 608	agrandrb
kuomon01	Kuo-toan Monitor	Slot 600	agrandbr
kuopri01	Kuo-toan Priest	Slot 608	agrandbr
kuotoa01	Kuo-toan Warrior	Slot 600	agrandbr
kuowar01	Kuo-toan Warrior	Slot 600	agrandbr
kuowar20	Kuo-toan Warrior	Slot 584	agrandbr
kuowhi01	Kuo-toan Whip	Slot 600	agrandbr
kylie	Kylie Jansen	Slot 608	agrandbr
kylie1	Kylie Jansen	Slot 608	agrandrb
lacedo01	Lacedon	Slot 592	agrandbr
lacedo02	Greater Lacedon	Slot 600	agrandbr
landri	Landrin	Slot 608	agrandrb
lassal	Lassal	Slot 592	agrandbr
lassal02	Lassal	Slot 592	agrandrb
latkni01	Morning Knight	Slot 600	agrandrb
latkni02	Morning Knight	Slot 600	agrandbr
latlara	Acolyte Lara	Slot 608	agrandbr
laune	Meredath	Slot 592	agrandrg
lavok01	Lavok	Slot 608	agrandrb
lavok02	Lavok	Slot 600	agrandbr
legdor	Legdoril	Slot 600	agrandbr
lehtin	Lehtinan	Slot 592	agrandrb
lellyn	Lellyn	Slot 592	agrandbr
lelthorn	Lelthorn	Slot 592	agrandbr
lester	Uncle Lester	Slot 592	agrandsw
lichel01	Elemental Lich	Slot 584	agrandsr
life01	Tortured One	Slot 592	agrandrb
life02	Tortured One	Slot 592	agrandrb
life03	Tortured One	Slot 592	agrandbr
life04	Tortured One	Slot 592	agrandrb
lin	Lin	Slot 592	agrandrb
llarsh	Llarsh	Slot 592	agrandrp
llynis	Llynis	Slot 592	agrandbr
loutm01	Mercenary of Riatavin	Slot 600	agrandrb
loutm02	Mercenary of Riatavin	Slot 608	agrandbr
loutm03	Mercenary of Riatavin	Slot 608	agrandbr
love	Warder	Slot 592	agrandrb
loveone1	Fayanna	Slot 592	agrandbr
loveone3	Valas	Slot 592	agrandrb
loveone4	Moira	Slot 592	agrandrb
loveone5	Rowyn	Slot 592	agrandsw
ltalos	Drunken Cleric of Talos	Slot 592	agrandbr
lv16rob1	Bregan D'aerth Assassin	Slot 592	agrandbr
lv16rob2	Bregan D'aerth Assassin	Slot 592	agrandlx
lv16rob3	Bregan D'aerth Assassin	Slot 592	agrandbr
lv16rob4	Bregan D'aerth Assassin	Slot 592	agrandrb
m#corin	Captain Corin	Slot 608	agrandbr
m#edtg	Ed	Slot 592	agrandbr
m#lorr10	Lorraine	Slot 600	agrandbr
m#lorr13	Lorraine	Slot 600	agrandrb
m#lorr17	Lorraine	Slot 600	agrandbr
m#lorson	Ghost of Lorraine's Son	Slot 592	agrandbr
m#maxtg	Max	Slot 592	agrandbr
m#nicktg	Nick	Slot 592	agrandrp
m#prisg1	Prison Guard	Slot 592	agrandbr
m#prisg2	Prison Guard	Slot 592	agrandbr
m#yclbm1	Ymmyrt's Lieutenant	Slot 592	agrandea
m#ycmcm1	Ymmyrt's Captain	Slot 600	agrandbr
m#ydemon	Demon	Slot 600	agrandrb
m#ygsbm1	Ymmyrt's Guard	Slot 592	agrandea
m#ygsbm2	Ymmyrt's Guard	Slot 592	agrandrb
m#ygsbm3	Ymmyrt's Guard	Slot 592	agrandsh
m#ygsbm4	Ymmyrt's Guard	Slot 592	agrandrb
m#ygspm1	Ymmyrt's Guard	Slot 592	agrandrb
m#ygspm2	Ymmyrt's Guard	Slot 592	agrandrb
m#ygspm3	Ymmyrt's Guard	Slot 592	agrandbr
m#ygspm4	Ymmyrt's Guard	Slot 592	agrandrp
m#ygspm5	Ymmyrt's Guard	Slot 592	agrandrb
m#ygswm1	Ymmyrt's Guard	Slot 600	agrandrb
m#yguna1	Ymmyrt's Guard	Slot 592	agrandrb
m#yimp	Gabriel	Slot 600	agrandrb
m#ymm12	Ymmyrt	Slot 600	agrandrb
m#ymm16	Ymmyrt	Slot 600	agrandrb
m#ymm19	Ymmyrt	Slot 600	agrandrb
m05demon	Balor	Slot 592	agrandbr
m05elf1	Elven Warrior	Slot 592	agrandbr
m05elf2	Elven Warrior	Slot 592	agrandrb
madarc	Mad Arcand	Slot 608	agrandbr
madeel	Madeel	Slot 592	agrandrb
madurc01	Duergar Cleric	Slot 608	agrandbr
madurc02	Duergar Cleric	Slot 608	agrandbr
madurf02	Duergar Fighter	Slot 592	agrandbr
madurt01	Duergar Thief	Slot 600	agrandbr
maeguy02	Thief	Slot 592	agrandrb
maenc01	Ogre Mage	Slot 592	agrandrb
maenc02	Ogre	Slot 592	agrandbr
maenc03	Ogrillon	Slot 592	agrandbr
maenc04	Brotus Bloodthirsty	Slot 600	agrandrb
magcle20	Mage	Slot 592	agrandrg
mage10a	Zyntris	Slot 592	agrandrb
mage10b	Zyntris	Slot 592	agrandbr
mage10c	Zyntris	Slot 592	agrandrb
mage10d	Zyntris	Slot 592	agrandrb
mage11	Zyntris	Slot 592	agrandbr
mage12a	Zyntris	Slot 592	agrandrb
mage12b	Zyntris	Slot 592	agrandbr
mage12c	Zyntris	Slot 592	agrandsh
mage12d	Zyntris	Slot 592	agrandsw
mage14a	Zyntris	Slot 584	agrandsr
mage14b	Zyntris	Slot 584	agrandbr
mage14c	Zyntris	Slot 584	agrandbr
mage14m	Zyntris	Slot 584	agrandbr
mage16a	Zyntris	Slot 584	agrandbr
mage16b	Zyntris	Slot 584	agrandbr
mage16c	Cowled Wizard	Slot 600	agrandlx
mage16m	Zyntris	Slot 584	agrandbr
mage18a	Cowled Wizard	Slot 600	agrandbr
mage18b	Zyntris	Slot 584	agrandrb
mage18c	Zyntris	Slot 584	agrandbr
mage18d	Zyntris	Slot 584	agrandrb
mage18e	Zyntris	Slot 584	agrandrb
mage18y	Zyntris	Slot 584	agrandbr
mage18z	Zallanora	Slot 600	agrandrb
mage20	Mage	Slot 584	agrandrb
mage20b	Mage	Slot 584	agrandbr
mage20c	Mage	Slot 584	agrandrb
mage6a	Zyntris	Slot 592	agrandrb
mage6b	Zyntris	Slot 592	agrandrb
mage6c	Zyntris	Slot 592	agrandbr
mage8a	Zyntris	Slot 592	agrandrb
mage8b	Zyntris	Slot 592	agrandbr
mage8c	Zyntris	Slot 592	agrandrb
mage8e	Relonar	Slot 592	agrandbr
magetest	Mage	Slot 584	agrandbr
maprinvi	Barl	Slot 592	agrandbr
marlowe	Marlowe	Slot 592	agrandbr
masal02	Sailor Wally G Hrey	Slot 600	agrandrb
mathoren	Thorengrim Hammerfist	Slot 592	agrandrb
mddust	Dust Mephit	Slot 592	agrandcl
mdrak	Maharajah	Slot 592	agrandbr
mekimp01	Imp	Slot 608	agrandrb
mekrat	Mekrath	Slot 608	agrandbr
mel01	Melissan	Slot 592	agrandnc
meliss01	Melissan	Slot 592	agrandrb
melsum01	Glabrezu	Slot 592	agrandrb
melsum02	Bone Fiend	Slot 592	agrandbr
melsum03	Death Tyrant	Slot 592	agrandrb
melsum04	Balor	Slot 592	agrandbr
melsum05	Marilith	Slot 592	agrandbr
melsum06	Alhoon	Slot 592	agrandrb
mendas	Mendas	Slot 608	agrandrg
mendas2	Mendas	Slot 608	agrandrb
mepair01	Air Mephit	Slot 592	agrandrb
mepdus01	Dust Mephit	Slot 592	agrandrb
mepear01	Earth Mephit	Slot 600	agrandbr
mepfir01	Fire Mephit	Slot 592	agrandbr
mephsp1	Mephit Portal	Slot 592	agrandrp
mephsp2	Mephit Portal	Slot 592	agrandrb
mephsp3	Mephit Portal	Slot 592	agrandnc
mephsp4	Mephit Portal	Slot 592	agrandrg
mepice01	Ice Mephit	Slot 592	agrandlx
mepice02	Ice Mephit	Slot 600	agrandbr
meplig01	Lightning Mephit	Slot 592	agrandrb
mepmag01	Magma Mephit	Slot 592	agrandrb
mepmag02	Magma Mephit	Slot 600	agrandrb
mepmin01	Mineral Mephit	Slot 592	agrandrb
mepmis01	Mist Mephit	Slot 592	agrandrb
mepooz01	Ooze Mephit	Slot 592	agrandrb
meprad01	Radiant Mephit	Slot 592	agrandrb
meprad02	Radiant Mephit	Slot 600	agrandbr
mepsal01	Salt Mephit	Slot 592	agrandrb
mepsmo01	Smoke Mephit	Slot 592	agrandbr
mepsmo02	Smoke Mephit	Slot 600	agrandrp
mepste01	Steam Mephit	Slot 592	agrandbr
merinia	Meronia	Slot 600	agrandbr
